"Subjects";"phase";"encodage";"catego";"img";"RT_raw";"RespKey_raw";"Resp_raw"
1;"testing";"V";"animal";"chat";505.495056152344;"s";1
1;"testing";"V";"animal";"coq";604.238037109375;"s";1
1;"testing";"V";"animal";"grillon";393.622863769531;"s";1
1;"testing";"V";"animal";"lion";589.470153808594;"s";1
1;"testing";"V";"animal";"panda";-804.251892089844;"l";0
1;"testing";"V";"animal";"perroquet";493.696929931641;"s";1
1;"testing";"V";"animal";"vache";361.052978515625;"l";0
1;"testing";"VA";"animal";"chevre";602.162109375;"s";1
1;"testing";"VA";"animal";"chimpanze";492.153869628906;"s";1
1;"testing";"VA";"animal";"crocodile";645.68017578125;"s";1
1;"testing";"VA";"animal";"dinde";517.444152832031;"s";1
1;"testing";"VA";"animal";"mouette";534.992004394531;"s";1
1;"testing";"VA";"animal";"otarie";632.131103515625;"s";1
1;"testing";"VA";"animal";"tigre";483.636840820312;"s";1
1;"testing";"VI";"animal";"cerf";486.907012939453;"s";1
1;"testing";"VI";"animal";"cheval";585.293029785156;"s";1
1;"testing";"VI";"animal";"corbeau";425.537109375;"s";1
1;"testing";"VI";"animal";"hippopotame";483.201965332031;"s";1
1;"testing";"VI";"animal";"mouche";588.140014648438;"s";1
1;"testing";"VI";"animal";"ours";439.150085449219;"s";1
1;"testing";"VI";"animal";"poussin";502.667907714844;"s";1
1;"testing";"New";"animal";"aigle";461.010925292969;"s";1
1;"testing";"New";"animal";"baleine";387.703887939453;"s";1
1;"testing";"New";"animal";"chameau";609.107971191406;"l";0
1;"testing";"New";"animal";"chien";509.683135986328;"s";1
1;"testing";"New";"animal";"cochon";349.354034423828;"s";1
1;"testing";"New";"animal";"elephant";503.1640625;"s";1
1;"testing";"New";"animal";"poule";562.631103515625;"s";1
1;"testing";"New";"animal";"abeille";516.861938476562;"s";1
1;"testing";"New";"animal";"ane";553.009033203125;"s";1
1;"testing";"New";"animal";"canari";496.277099609375;"s";1
1;"testing";"New";"animal";"chouette";509.851928710938;"s";1
1;"testing";"New";"animal";"cochondinde";523.453002929688;"s";1
1;"testing";"New";"animal";"grenouille";544.40185546875;"s";1
1;"testing";"New";"animal";"mouton";577.47314453125;"s";1
1;"testing";"New";"animal";"canard";548.766845703125;"s";1
1;"testing";"New";"animal";"dauphin";548.972106933594;"s";1
1;"testing";"New";"animal";"loup";548.436889648438;"s";1
1;"testing";"New";"animal";"moustique";579.072937011719;"s";1
1;"testing";"New";"animal";"pigeon";438.7099609375;"s";1
1;"testing";"New";"animal";"pivert";497.787963867188;"s";1
1;"testing";"New";"animal";"serpent";573.839904785156;"s";1
1;"testing";"V";"object";"harmonica";451.108215332031;"l";1
1;"testing";"V";"object";"machinecrire";489.184143066406;"l";1
1;"testing";"V";"object";"machinelaver";531.630065917969;"l";1
1;"testing";"V";"object";"maracas";553.432006835938;"l";1
1;"testing";"V";"object";"marteaupiqueur";510.450836181641;"l";1
1;"testing";"V";"object";"ventilateur";433.205841064453;"l";1
1;"testing";"V";"object";"violon";449.856994628906;"l";1
1;"testing";"VA";"object";"carabine";464.833984375;"l";1
1;"testing";"VA";"object";"guitare";437.269927978516;"l";1
1;"testing";"VA";"object";"scie";528.722045898438;"l";1
1;"testing";"VA";"object";"sechecheveux";369.431976318359;"l";1
1;"testing";"VA";"object";"tronconneuse";364.943969726562;"l";1
1;"testing";"VA";"object";"train";369.8330078125;"l";1
1;"testing";"VA";"object";"triangle";546.376953125;"l";1
1;"testing";"VI";"object";"allumette";610.922119140625;"l";1
1;"testing";"VI";"object";"balai";440.688842773438;"l";1
1;"testing";"VI";"object";"perceuse";555.060119628906;"l";1
1;"testing";"VI";"object";"police";473.250854492188;"l";1
1;"testing";"VI";"object";"reveil";453.242767333984;"l";1
1;"testing";"VI";"object";"trompette";444.994934082031;"l";1
1;"testing";"VI";"object";"xylophone";421.276092529297;"l";1
1;"testing";"New";"object";"agraffeuse";586.664916992188;"l";1
1;"testing";"New";"object";"ambulance";452.857971191406;"l";1
1;"testing";"New";"object";"batterie";631.872863769531;"l";1
1;"testing";"New";"object";"guitarelec";488.951934814453;"l";1
1;"testing";"New";"object";"marteau";678.397888183594;"l";1
1;"testing";"New";"object";"saxophone";490.463012695312;"l";1
1;"testing";"New";"object";"sifflet";393.993865966797;"l";1
1;"testing";"New";"object";"canette";508.658874511719;"l";1
1;"testing";"New";"object";"flute";414.599884033203;"l";1
1;"testing";"New";"object";"gong";459.468139648438;"l";1
1;"testing";"New";"object";"imprimante";488.331085205078;"l";1
1;"testing";"New";"object";"moto";549.607971191406;"l";1
1;"testing";"New";"object";"piano";510.376922607422;"l";1
1;"testing";"New";"object";"tondeuse";534.328002929688;"l";1
1;"testing";"New";"object";"aspirateur";647.434936523438;"l";1
1;"testing";"New";"object";"ciseaux";465.603118896484;"l";1
1;"testing";"New";"object";"cloche";907.098083496094;"s";0
1;"testing";"New";"object";"cornemuse";476.904876708984;"l";1
1;"testing";"New";"object";"harpe";538.063049316406;"l";1
1;"testing";"New";"object";"helicoptere";575.120910644531;"l";1
1;"testing";"New";"object";"telephone";595.131896972656;"l";1
2;"testing";"V";"animal";"chevre";513.144958496094;"l";1
2;"testing";"V";"animal";"chimpanze";558.972839355469;"l";1
2;"testing";"V";"animal";"crocodile";384.803070068359;"l";1
2;"testing";"V";"animal";"dinde";459.5029296875;"l";1
2;"testing";"V";"animal";"mouette";579.198852539062;"l";1
2;"testing";"V";"animal";"otarie";476.498138427734;"l";1
2;"testing";"V";"animal";"tigre";459.794036865234;"l";1
2;"testing";"VA";"animal";"cerf";440.286865234375;"l";1
2;"testing";"VA";"animal";"cheval";575.192932128906;"l";1
2;"testing";"VA";"animal";"corbeau";431.286102294922;"l";1
2;"testing";"VA";"animal";"hippopotame";477.975128173828;"l";1
2;"testing";"VA";"animal";"mouche";439.163909912109;"l";1
2;"testing";"VA";"animal";"ours";477.453002929688;"l";1
2;"testing";"VA";"animal";"poussin";417.759887695312;"l";1
2;"testing";"VI";"animal";"chat";546.180969238281;"l";1
2;"testing";"VI";"animal";"coq";807.690856933594;"l";1
2;"testing";"VI";"animal";"grillon";373.058074951172;"l";1
2;"testing";"VI";"animal";"lion";453.778015136719;"l";1
2;"testing";"VI";"animal";"panda";441.141845703125;"l";1
2;"testing";"VI";"animal";"perroquet";536.9560546875;"l";1
2;"testing";"VI";"animal";"vache";466.250885009766;"l";1
2;"testing";"New";"animal";"aigle";614.315979003906;"l";1
2;"testing";"New";"animal";"baleine";714.891906738281;"l";1
2;"testing";"New";"animal";"chameau";539.172912597656;"l";1
2;"testing";"New";"animal";"chien";558.456909179688;"s";0
2;"testing";"New";"animal";"cochon";373.214965820312;"l";1
2;"testing";"New";"animal";"elephant";624.849060058594;"l";1
2;"testing";"New";"animal";"poule";771.455078125;"l";1
2;"testing";"New";"animal";"abeille";592.771057128906;"l";1
2;"testing";"New";"animal";"ane";497.086059570312;"l";1
2;"testing";"New";"animal";"canari";484.462982177734;"l";1
2;"testing";"New";"animal";"chouette";455.960998535156;"l";1
2;"testing";"New";"animal";"cochondinde";637.669067382812;"l";1
2;"testing";"New";"animal";"grenouille";493.293060302734;"l";1
2;"testing";"New";"animal";"mouton";575.458984375;"l";1
2;"testing";"New";"animal";"canard";382.06005859375;"l";1
2;"testing";"New";"animal";"dauphin";450.726989746094;"l";1
2;"testing";"New";"animal";"loup";318.948028564453;"l";1
2;"testing";"New";"animal";"moustique";435.848937988281;"l";1
2;"testing";"New";"animal";"pigeon";426.630004882812;"l";1
2;"testing";"New";"animal";"pivert";443.902954101562;"l";1
2;"testing";"New";"animal";"serpent";446.821929931641;"l";1
2;"testing";"V";"object";"carabine";610.553039550781;"s";1
2;"testing";"V";"object";"guitare";560.354919433594;"s";1
2;"testing";"V";"object";"scie";508.446929931641;"s";1
2;"testing";"V";"object";"sechecheveux";472.400909423828;"s";1
2;"testing";"V";"object";"tronconneuse";478.384033203125;"l";0
2;"testing";"V";"object";"train";372.197143554688;"s";1
2;"testing";"V";"object";"triangle";388.620849609375;"s";1
2;"testing";"VA";"object";"allumette";434.542175292969;"s";1
2;"testing";"VA";"object";"balai";560.674926757812;"s";1
2;"testing";"VA";"object";"perceuse";525.094970703125;"s";1
2;"testing";"VA";"object";"police";522.60205078125;"s";1
2;"testing";"VA";"object";"reveil";695.22119140625;"s";1
2;"testing";"VA";"object";"trompette";401.545043945312;"s";1
2;"testing";"VA";"object";"xylophone";414.183868408203;"s";1
2;"testing";"VI";"object";"harmonica";448.938140869141;"s";1
2;"testing";"VI";"object";"machinecrire";584.939025878906;"s";1
2;"testing";"VI";"object";"machinelaver";431.861175537109;"s";1
2;"testing";"VI";"object";"maracas";405.917175292969;"s";1
2;"testing";"VI";"object";"marteaupiqueur";512.703918457031;"s";1
2;"testing";"VI";"object";"ventilateur";540.658935546875;"s";1
2;"testing";"VI";"object";"violon";436.168182373047;"s";1
2;"testing";"New";"object";"agraffeuse";713.159057617188;"s";1
2;"testing";"New";"object";"ambulance";530.241027832031;"s";1
2;"testing";"New";"object";"batterie";501.899963378906;"s";1
2;"testing";"New";"object";"guitarelec";497.651092529297;"s";1
2;"testing";"New";"object";"marteau";463.522918701172;"s";1
2;"testing";"New";"object";"saxophone";434.685943603516;"s";1
2;"testing";"New";"object";"sifflet";421.842102050781;"s";1
2;"testing";"New";"object";"canette";453.091857910156;"s";1
2;"testing";"New";"object";"flute";365.429870605469;"s";1
2;"testing";"New";"object";"gong";405.509002685547;"s";1
2;"testing";"New";"object";"imprimante";460.518127441406;"s";1
2;"testing";"New";"object";"moto";505.836975097656;"s";1
2;"testing";"New";"object";"piano";517.711181640625;"s";1
2;"testing";"New";"object";"tondeuse";492.872009277344;"s";1
2;"testing";"New";"object";"aspirateur";510.709991455078;"s";1
2;"testing";"New";"object";"ciseaux";433.338165283203;"s";1
2;"testing";"New";"object";"cloche";482.331024169922;"s";1
2;"testing";"New";"object";"cornemuse";466.212982177734;"s";1
2;"testing";"New";"object";"harpe";529.058959960938;"s";1
2;"testing";"New";"object";"helicoptere";596.096069335938;"s";1
2;"testing";"New";"object";"telephone";450.803039550781;"s";1
3;"testing";"V";"animal";"cerf";501.819122314453;"l";1
3;"testing";"V";"animal";"cheval";430.392028808594;"l";1
3;"testing";"V";"animal";"corbeau";523.031921386719;"l";1
3;"testing";"V";"animal";"hippopotame";478.368988037109;"l";1
3;"testing";"V";"animal";"mouche";525.680053710938;"l";1
3;"testing";"V";"animal";"ours";370.078094482422;"l";1
3;"testing";"V";"animal";"poussin";499.000793457031;"l";1
3;"testing";"VA";"animal";"chat";480.93603515625;"l";1
3;"testing";"VA";"animal";"coq";485.798126220703;"l";1
3;"testing";"VA";"animal";"grillon";-754.577880859375;"s";0
3;"testing";"VA";"animal";"lion";480.918884277344;"l";1
3;"testing";"VA";"animal";"panda";721.838012695312;"l";1
3;"testing";"VA";"animal";"perroquet";353.801971435547;"l";1
3;"testing";"VA";"animal";"vache";440.153137207031;"l";1
3;"testing";"VI";"animal";"chevre";513.036010742188;"l";1
3;"testing";"VI";"animal";"chimpanze";393.793090820312;"l";1
3;"testing";"VI";"animal";"crocodile";469.692932128906;"l";1
3;"testing";"VI";"animal";"dinde";540.111083984375;"l";1
3;"testing";"VI";"animal";"mouette";372.351165771484;"l";1
3;"testing";"VI";"animal";"otarie";698.467041015625;"l";1
3;"testing";"VI";"animal";"tigre";382.406005859375;"l";1
3;"testing";"New";"animal";"aigle";487.349975585938;"l";1
3;"testing";"New";"animal";"baleine";457.996856689453;"l";1
3;"testing";"New";"animal";"chameau";605.407958984375;"l";1
3;"testing";"New";"animal";"chien";535.961853027344;"l";1
3;"testing";"New";"animal";"cochon";416.960968017578;"l";1
3;"testing";"New";"animal";"elephant";406.718017578125;"l";1
3;"testing";"New";"animal";"poule";345.084197998047;"l";1
3;"testing";"New";"animal";"abeille";475.698944091797;"l";1
3;"testing";"New";"animal";"ane";414.735076904297;"l";1
3;"testing";"New";"animal";"canari";375.9560546875;"l";1
3;"testing";"New";"animal";"chouette";469.944946289062;"l";1
3;"testing";"New";"animal";"cochondinde";649.127014160156;"l";1
3;"testing";"New";"animal";"grenouille";508.081207275391;"l";1
3;"testing";"New";"animal";"mouton";325.920104980469;"l";1
3;"testing";"New";"animal";"canard";461.83203125;"l";1
3;"testing";"New";"animal";"dauphin";640.518920898438;"l";1
3;"testing";"New";"animal";"loup";468.193054199219;"l";1
3;"testing";"New";"animal";"moustique";559.521911621094;"l";1
3;"testing";"New";"animal";"pigeon";560.087890625;"l";1
3;"testing";"New";"animal";"pivert";470.506896972656;"l";1
3;"testing";"New";"animal";"serpent";393.975006103516;"l";1
3;"testing";"V";"object";"allumette";912.035949707031;"s";1
3;"testing";"V";"object";"balai";515.572998046875;"s";1
3;"testing";"V";"object";"perceuse";556.715942382812;"s";1
3;"testing";"V";"object";"police";543.928833007812;"s";1
3;"testing";"V";"object";"reveil";531.613098144531;"s";1
3;"testing";"V";"object";"trompette";567.51611328125;"s";1
3;"testing";"V";"object";"xylophone";589.326843261719;"s";1
3;"testing";"VA";"object";"harmonica";368.929138183594;"l";0
3;"testing";"VA";"object";"machinecrire";1004.58001708984;"s";1
3;"testing";"VA";"object";"machinelaver";595.554138183594;"s";1
3;"testing";"VA";"object";"maracas";711.080078125;"s";1
3;"testing";"VA";"object";"marteaupiqueur";597.353942871094;"s";1
3;"testing";"VA";"object";"ventilateur";595.850952148438;"s";1
3;"testing";"VA";"object";"violon";531.009887695312;"s";1
3;"testing";"VI";"object";"carabine";519.367004394531;"s";1
3;"testing";"VI";"object";"guitare";566.925048828125;"s";1
3;"testing";"VI";"object";"scie";597.399963378906;"s";1
3;"testing";"VI";"object";"sechecheveux";481.937164306641;"s";1
3;"testing";"VI";"object";"tronconneuse";562.073974609375;"s";1
3;"testing";"VI";"object";"train";546.442016601562;"s";1
3;"testing";"VI";"object";"triangle";555.578002929688;"s";1
3;"testing";"New";"object";"agraffeuse";659.641967773438;"s";1
3;"testing";"New";"object";"ambulance";529.06298828125;"s";1
3;"testing";"New";"object";"batterie";916.5341796875;"s";1
3;"testing";"New";"object";"guitarelec";548.206115722656;"s";1
3;"testing";"New";"object";"marteau";517.85302734375;"s";1
3;"testing";"New";"object";"saxophone";499.902954101562;"s";1
3;"testing";"New";"object";"sifflet";560.783142089844;"s";1
3;"testing";"New";"object";"canette";636.932861328125;"s";1
3;"testing";"New";"object";"flute";623.507019042969;"s";1
3;"testing";"New";"object";"gong";576.765991210938;"s";1
3;"testing";"New";"object";"imprimante";588.546020507812;"s";1
3;"testing";"New";"object";"moto";537.214050292969;"s";1
3;"testing";"New";"object";"piano";552.180053710938;"s";1
3;"testing";"New";"object";"tondeuse";513.383850097656;"s";1
3;"testing";"New";"object";"aspirateur";835.401062011719;"s";1
3;"testing";"New";"object";"ciseaux";551.786193847656;"s";1
3;"testing";"New";"object";"cloche";465.949066162109;"s";1
3;"testing";"New";"object";"cornemuse";668.60888671875;"s";1
3;"testing";"New";"object";"harpe";471.726898193359;"s";1
3;"testing";"New";"object";"helicoptere";660.630004882812;"s";1
3;"testing";"New";"object";"telephone";545.463806152344;"s";1
4;"testing";"V";"animal";"aigle";440.404907226562;"s";1
4;"testing";"V";"animal";"baleine";417.876007080078;"s";1
4;"testing";"V";"animal";"chameau";525.6640625;"s";1
4;"testing";"V";"animal";"chien";471.97509765625;"s";1
4;"testing";"V";"animal";"cochon";332.453002929688;"s";1
4;"testing";"V";"animal";"elephant";353.816040039062;"s";1
4;"testing";"V";"animal";"poule";538.376098632812;"s";1
4;"testing";"VA";"animal";"abeille";608.666870117188;"s";1
4;"testing";"VA";"animal";"ane";341.924896240234;"s";1
4;"testing";"VA";"animal";"canari";436.168914794922;"s";1
4;"testing";"VA";"animal";"chouette";403.170837402344;"s";1
4;"testing";"VA";"animal";"cochondinde";384.107116699219;"s";1
4;"testing";"VA";"animal";"grenouille";539.484985351562;"s";1
4;"testing";"VA";"animal";"mouton";530.134887695312;"s";1
4;"testing";"VI";"animal";"canard";406.655059814453;"s";1
4;"testing";"VI";"animal";"dauphin";468.041900634766;"s";1
4;"testing";"VI";"animal";"loup";487.406982421875;"s";1
4;"testing";"VI";"animal";"moustique";573.580017089844;"s";1
4;"testing";"VI";"animal";"pigeon";469.429016113281;"s";1
4;"testing";"VI";"animal";"pivert";413.432830810547;"l";0
4;"testing";"VI";"animal";"serpent";559.164978027344;"s";1
4;"testing";"New";"animal";"mouette";582.558166503906;"s";1
4;"testing";"New";"animal";"otarie";426.196105957031;"s";1
4;"testing";"New";"animal";"tigre";417.166961669922;"s";1
4;"testing";"New";"animal";"cerf";414.281860351562;"s";1
4;"testing";"New";"animal";"cheval";349.740966796875;"s";1
4;"testing";"New";"animal";"corbeau";518.800964355469;"s";1
4;"testing";"New";"animal";"hippopotame";443.258056640625;"s";1
4;"testing";"New";"animal";"mouche";560.736206054688;"s";1
4;"testing";"New";"animal";"ours";424.653991699219;"s";1
4;"testing";"New";"animal";"poussin";492.84814453125;"s";1
4;"testing";"New";"animal";"chat";448.130859375;"s";1
4;"testing";"New";"animal";"coq";419.743072509766;"s";1
4;"testing";"New";"animal";"grillon";550.839172363281;"s";1
4;"testing";"New";"animal";"lion";457.365997314453;"s";1
4;"testing";"New";"animal";"panda";451.384063720703;"s";1
4;"testing";"New";"animal";"perroquet";437.613952636719;"s";1
4;"testing";"New";"animal";"vache";494.312042236328;"s";1
4;"testing";"New";"animal";"chevre";518.717041015625;"s";1
4;"testing";"New";"animal";"chimpanze";459.600921630859;"s";1
4;"testing";"New";"animal";"crocodile";326.351867675781;"s";1
4;"testing";"New";"animal";"dinde";486.523864746094;"s";1
4;"testing";"V";"object";"agraffeuse";446.621185302734;"l";1
4;"testing";"V";"object";"ambulance";502.888916015625;"l";1
4;"testing";"V";"object";"batterie";544.442199707031;"l";1
4;"testing";"V";"object";"guitarelec";510.787017822266;"l";1
4;"testing";"V";"object";"marteau";443.109985351562;"l";1
4;"testing";"V";"object";"saxophone";351.838104248047;"l";1
4;"testing";"V";"object";"sifflet";353.846069335938;"l";1
4;"testing";"VA";"object";"canette";526.106811523438;"l";1
4;"testing";"VA";"object";"flute";399.029968261719;"l";1
4;"testing";"VA";"object";"gong";480.539093017578;"l";1
4;"testing";"VA";"object";"imprimante";474.850189208984;"l";1
4;"testing";"VA";"object";"moto";561.399963378906;"l";1
4;"testing";"VA";"object";"piano";473.871948242188;"l";1
4;"testing";"VA";"object";"tondeuse";435.641052246094;"l";1
4;"testing";"VI";"object";"aspirateur";459.007965087891;"l";1
4;"testing";"VI";"object";"ciseaux";369.951019287109;"l";1
4;"testing";"VI";"object";"cloche";453.566070556641;"l";1
4;"testing";"VI";"object";"cornemuse";394.537933349609;"s";0
4;"testing";"VI";"object";"harpe";400.310028076172;"l";1
4;"testing";"VI";"object";"helicoptere";346.045959472656;"s";0
4;"testing";"VI";"object";"telephone";464.786041259766;"l";1
4;"testing";"New";"object";"tronconneuse";467.961059570312;"l";1
4;"testing";"New";"object";"train";423.410186767578;"l";1
4;"testing";"New";"object";"triangle";348.644958496094;"l";1
4;"testing";"New";"object";"allumette";558.022033691406;"l";1
4;"testing";"New";"object";"balai";590.292907714844;"l";1
4;"testing";"New";"object";"perceuse";394.250854492188;"l";1
4;"testing";"New";"object";"police";386.624084472656;"l";1
4;"testing";"New";"object";"reveil";434.818969726562;"l";1
4;"testing";"New";"object";"trompette";371.237030029297;"l";1
4;"testing";"New";"object";"xylophone";581.088073730469;"l";1
4;"testing";"New";"object";"harmonica";562.939880371094;"l";1
4;"testing";"New";"object";"machinecrire";442.378997802734;"l";1
4;"testing";"New";"object";"machinelaver";485.448852539062;"l";1
4;"testing";"New";"object";"maracas";546.613952636719;"l";1
4;"testing";"New";"object";"marteaupiqueur";474.250091552734;"l";1
4;"testing";"New";"object";"ventilateur";367.453826904297;"l";1
4;"testing";"New";"object";"violon";442.204010009766;"l";1
4;"testing";"New";"object";"carabine";438.525207519531;"l";1
4;"testing";"New";"object";"guitare";407.837860107422;"l";1
4;"testing";"New";"object";"scie";458.389984130859;"l";1
4;"testing";"New";"object";"sechecheveux";1187.19104003906;"l";1
5;"testing";"V";"animal";"abeille";394.339080810547;"s";1
5;"testing";"V";"animal";"ane";431.545013427734;"s";1
5;"testing";"V";"animal";"canari";411.470886230469;"s";1
5;"testing";"V";"animal";"chouette";461.092956542969;"s";1
5;"testing";"V";"animal";"cochondinde";430.501953125;"s";1
5;"testing";"V";"animal";"grenouille";430.541046142578;"s";1
5;"testing";"V";"animal";"mouton";403.151977539062;"s";1
5;"testing";"VA";"animal";"canard";413.519866943359;"s";1
5;"testing";"VA";"animal";"dauphin";310.025939941406;"s";1
5;"testing";"VA";"animal";"loup";321.305023193359;"s";1
5;"testing";"VA";"animal";"moustique";454.138031005859;"s";1
5;"testing";"VA";"animal";"pigeon";342.810882568359;"s";1
5;"testing";"VA";"animal";"pivert";458.996063232422;"s";1
5;"testing";"VA";"animal";"serpent";389.595031738281;"s";1
5;"testing";"VI";"animal";"aigle";411.090148925781;"s";1
5;"testing";"VI";"animal";"baleine";427.061096191406;"s";1
5;"testing";"VI";"animal";"chameau";388.304962158203;"s";1
5;"testing";"VI";"animal";"chien";592.561950683594;"s";1
5;"testing";"VI";"animal";"cochon";449.619049072266;"s";1
5;"testing";"VI";"animal";"elephant";409.845825195312;"s";1
5;"testing";"VI";"animal";"poule";366.063842773438;"s";1
5;"testing";"New";"animal";"mouette";440.309997558594;"s";1
5;"testing";"New";"animal";"otarie";431.580078125;"s";1
5;"testing";"New";"animal";"tigre";539.105163574219;"s";1
5;"testing";"New";"animal";"cerf";322.289001464844;"s";1
5;"testing";"New";"animal";"cheval";512.221801757812;"s";1
5;"testing";"New";"animal";"corbeau";646.260986328125;"s";1
5;"testing";"New";"animal";"hippopotame";352.998016357422;"s";1
5;"testing";"New";"animal";"mouche";449.742065429688;"s";1
5;"testing";"New";"animal";"ours";327.306976318359;"s";1
